,Unnamed: 0,Unnamed: 0.1,ItemID,Sentiment,SentimentText
88,100088,100088,100100,1,"@Beccabeebee If that's all it takes to make you feel better, I could have done that on Saturday night!!! "
89,100089,100089,100101,1,@beccabreu i had to do it !   last weeeeeeek of highschoooooool **
90,100090,100090,100102,0,@beccacercone I wanna have twitterrrific.... 
91,100091,100091,100103,1,@BeccaChan Happy Birthday!  sorry for the blank one my sister messed me up.
92,100092,100092,100104,0,@CThun @regent_lord Can't we just all get along? 
93,100093,100093,100105,0,"@Cthun I'm in yo temple, not getting your red mount. "
94,100094,100094,100106,0,@cthundr How could you go to Cali without me??? I'm sad. 
95,100095,100095,100107,0,@CTHUSTLEHARDER just tryin 2 get it homie!!! I misssssss yall fool  I havent seen my agg town homies in FOREVER!
96,100096,100096,100108,0,@ctina3 i know  but thats good!  soooo how's frank?? everything good??
97,100097,100097,100109,1,@Ctirpak glad you are ok  that would wig me out too  do they still use that word lol?
98,100098,100098,100110,0,"@CTJL Happy belated birthday BFF!  I'm soory I didn't know when it was, kady told me it was the 28th today  ps don't be heart broken"
99,100099,100099,100111,0,@CTJL sorry i got a no from the manager...he said next time he can get you all in as long as its before midnight  sorry chris 
100,100100,100100,100112,0,"@CTK1 With that said, sorry.... had no clue you didn't want me to share your work!? I feel sheepish and bad.  Sorry again."
101,100101,100101,100113,1,@ctmagnus I'm not insomniac but I'm working late  hope you can sleep well soon #insomnia
102,100102,100102,100114,0,@CTMerr2 no I'm not going either 
103,100103,100103,100115,0,@ctmini27 ...her room re-done this summer so it might have to be either or.  
104,100104,100104,100116,1,"@ctmini27 Good morning! Isn't it pretty early there?  Oh and @shellenz, I'm not sure either! #LVaTT LVaTT Let's get them both trending "
105,100105,100105,100117,1,@ctmini27 I love them!!  I will feel very british when I rock them... 
106,100106,100106,100118,0,"@ctmini27 Our JB concert is 3 weeks from tonight!! So excited. I still don't have my tix in hand, though.   I need to email them again."
107,100107,100107,100119,1,@ctmini27 yeah  she'd never be found by the paps here  that's for sure! I'm actually exploring the hills of southern Indiana myself tom.
108,100108,100108,100120,0,@ctns I am. 
109,100109,100109,100121,0,@ctoliver3 hahahaha.. shut up! u dont want me.. u got &quot;mrs incredible&quot; remember? i cant even come see u.. 
110,100110,100110,100122,1,@ctoliver3 I know rt!! anyways... have fun and be safe mr. chris   ...lol &quot;ur sool peep's ...lmao nt!
111,100111,100111,100123,1,@ctpoulton In a very round-about way this kind of  is working for me... 
112,100112,100112,100124,0,@ctpoulton Really?! Manchester has soul and stuff to do. Birmingham is pretty dull by comparison 
113,100113,100113,100125,1,@CTR soccer- I am so in bed. &quot;Night-night&quot; as we say at my house 
114,100114,100114,100126,1,@ctraganos Somehow I expect data.gov to be run by an android. 
115,100115,100115,100127,0,@CTRaider Indeed.  Was at its best though when it was TSS. KPereira + KRose + SLane + BMoran +Chi-Lan (+Alex) was my fav period.
116,100116,100116,100128,1,@CTRaider It sounds like being pro-active is the smartest thing you can do  good luck!
117,100117,100117,100129,1,@ctreit well sure... If you're going to go *there* 
118,100118,100118,100130,1,@ctribe I hope you are having a great day. 
119,100119,100119,100131,0,@ctrld ??? ? ? ? ??? ?? - ????? ????? 
120,100120,100120,100132,0,"@ctrleverything We're off.  I'm sorry. Parents coming in around 10-11, gonna eat with them, then house-hunt in Richardson. RAAAAIN CHEEECK"
121,100121,100121,100133,1,@CtrlSDatacenter my pleasure. Hope to receive good service from you guys and nice to see you on twitter. 
122,100122,100122,100134,1,@ctrueny no problem! 
123,100123,100123,100135,1,@ctsinclair Here...you want me to slap it for you...WOP!!  #hcsm
124,100124,100124,100136,1,@CtStylist yes yes iam (Alisha is a hater for interrupting me)...besides the A is the place to be 
125,100125,100125,100137,1,@ctthrt there will be re-runs 
126,100126,100126,100138,0,@CTVtoronto Ontario records third H1N1 flu death http://tinyurl.com/mvbafy -- OMG!     
127,100127,100127,100139,1,@beccadoleman awww congrats and good luck!!! 
128,100128,100128,100140,0,"@beccadurbin  aww im sorry, its not serious is it?"
129,100129,100129,100141,0,@beccaecca Awww... I'm sorry to hear that  Did the workout help?
130,100130,100130,100142,0,@beccaface08  I'M SORRY I'M HYPERPPERUALRKERJLK
131,100131,100131,100143,0,@beccaface08  trying so hard. Seems like every cd i put on makes me sleepy    
132,100132,100132,100144,1,@BeccaHabegger Good luck! You're obviously a braver soul than I. 
133,100133,100133,100145,1,@beccahug yeah you gotta twitpic 
134,100134,100134,100146,0,@beccahzuazua without Houston. it's home. all the people I love the most are here. 
135,100135,100135,100147,0,@BeccaInBalt I'm the one in pink/black on the left and of course when it was my turn to speak I started crying cuz my dog needs surgery! 
136,100136,100136,100148,0,@beccajane ooo thanks for the music! Rocked out to a little @bryangreenberg on my commute this morning. wish i could make the concert 
137,100137,100137,100149,1,"@beccalad ty for the tips today! they did help a lot, Av mode worked better than manual. i'm uploading to flickr now! "
138,100138,100138,100150,1,@beccaleeann is going to kill me for tweeting too much... Oh well!  I still can't sleep and McOrgies is entertaining me XD It's 5 am WEEE!
139,100139,100139,100151,0,"@beccalikewo No, I didn't  Help me be hip by reminding me about these things!"
140,100140,100140,100152,0,@Beccallanna don't judge me! lol. no I have to write my paper before I go to bed. Did you leave without saying goodbye 
141,100141,100141,100153,1,@BeccaLorna broke up because he shagged her teacher and well yea. Look at you getting into the old gg  I'm raising you well (:
142,100142,100142,100154,1,"@beccalovesbooks sorry for the delay. I bought a bluetooth adapter for my printer, so I can send anything from my phone via bluetooth! "
143,100143,100143,100155,1,"@beccaluvsjb oh wait, nevermind, now I can "
144,100144,100144,100156,0,@beccaluvsjb This is not fair! I want it now! 
145,100145,100145,100157,0,"@beccamac9 can't, I'm going to cali to visit my brother! I'm simultaneously super excited and sad because jay isn't going. "
146,100146,100146,100158,1,@beccamangg mine too! It's just such a sweet tradition 
147,100147,100147,100159,1,"@beccamorte Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people."
148,100148,100148,100160,1,@Beccane Good luck! May he be the Romeo you're looking for. 
149,100149,100149,100161,1,@beccanne little did I know it was the zombie march. i was quitely enjoying earthfest when BAM! zombies. it was great 
150,100150,100150,100162,1,@beccaRAR next to you. Out please?  lol
151,100151,100151,100163,1,@beccarl Hope you brought your running shoes 
152,100152,100152,100164,1,@beccarr_mcc no it really wasn't and she was a wee bit fat too :S. aw good im glad to hear you're feeling better 
153,100153,100153,100165,0,@beccasgotrhythm I am obsessed with the American So You Think You Can Dance. Wish we still had it   http://bit.ly/9FfnG LOOK AT 3 MINS OMG
154,100154,100154,100166,1,@BeccaVan You are so welcome.  It's a great way to start the weekend
155,100155,100155,100167,1,@beccaviola sorry I missed you. Could we arrange to meet tonight on FB chat? Would appreciate any help you can offer 
156,100156,100156,100168,1,@beccawhite93 i havnt bought my dress yet. im gnna go 2 westfields after the science exam to buy one.. might get some gladiators as well 
157,100157,100157,100169,0,@beccawright eep! I work till 6  justin said he could watch them from 3 on if you can get someone for the am but he works till 230 sunday.
158,100158,100158,100170,1,@Beccax_ Oh cool  What's your Tumblr url?
159,100159,100159,100171,1,"@BeccaxVipx right, that would be intresting. "
160,100160,100160,100172,1,@Becccccaa sounds nice  where's it from?
161,100161,100161,100173,1,@curiousillusion Aaaaaaaaah ok.  All for u being happy. 
162,100162,100162,100174,0,@curiousillusion At least It's not been raining all day like all over the uk 
163,100163,100163,100175,1,@curiousillusion I hope you got to snore nicely. 
164,100164,100164,100176,0,@curiousillusion I'm just not an iPhone fan  I think it's because I hate when my screen gets dirty or smudgie... And I'm just a BB snob
165,100165,100165,100177,1,@curiousillusion You're gonna have to take a photo of that! 
166,100166,100166,100178,0,@curiousjayorge at least you have a trainer!  its sooo hard doing it on my own   I'm such a slacker and I KNOW that I would feel better 2
167,100167,100167,100179,1,@curiouslt Ha Ha well feel free to contact me next time 
168,100168,100168,100180,0,@curiousluvchild no I don't think Im going 
169,100169,100169,100181,1,@curiousmike sailing a bit close to the wind there mike 
170,100170,100170,100182,1,@CuriousOnion classic dude.... 
171,100171,100171,100183,1,@CuriousWines 
172,100172,100172,100184,0,"@curligirl I'm Jewish, I can't become a nun  #orgasmsunday"
173,100173,100173,100185,1,@curlsdiva  I've always wanted to look at my family history. Maybe when I retire...
174,100174,100174,100186,0,"@curlsdiva however, none of that guarantees that GoDaddy have that number actually connected, or that their phone is turned on...  "
175,100175,100175,100187,0,"@curlsdiva no it isn't, as it means I'm working...  boooo...  "
176,100176,100176,100188,0,@curly00315 Aw. 
177,100177,100177,100189,1,"@curlycows me too! They've got a  gr8 chemistry between them, I hope at least one of them will be in the final or win "
178,100178,100178,100190,0,@curlycypriot  u okies??
179,100179,100179,100191,0,@curlydena boo  any forren people trying from outside irish ips?
180,100180,100180,100192,1,"@curlydena hee, thank you "
181,100181,100181,100193,1,"@curlydena Yeah, not to mention that the alcohol will kill anything dangerous therein  #mcaflirtday"
182,100182,100182,100194,1,@curlydena You treat us so well 
183,100183,100183,100195,1,@curlyfoxy Ð¢Ñ Ð±Ñ ÐµÑÐµ ÐºÐ¾Ð¾ÑÐ´Ð¸Ð½Ð°ÑÑ Ð¿ÑÐ¸Ñ?Ð»Ð°Ð»Ð° ÑÐ¾Ð¶Ðµ 
184,100184,100184,100196,0,@curlygirlyML yeah that sounds good. We should lay out before bc it'll most likely be raining after just like everyday!!! 
185,100185,100185,100197,0,@curlygurl576: has to go back the 3rd I'm praying not. ( who will crack jokes with us! 
186,100186,100186,100198,1,"@Curlyminx On ferry home, just steaming out of Cowes backwards  (local joke ...)"
187,100187,100187,100199,1,"@Curlyminx Wales is cheaper than most places in the UK. I do hope you make the move, it's beautiful! All the best! "
188,100188,100188,100200,0,@curlyque93 aww lizzie.  When do you get  break?
189,100189,100189,100201,1,"@curlyreds Since you don't know what T is, the easiest way to figure it is take current time and add the hours, to get T. 9am+19hrs=4am "
190,100190,100190,100202,0,@curlyroller i can't be trusted with houseplants OR goldfish. 
191,100191,100191,100203,0,@CurlYuri it's actually training for work. Sorry for the misunderstanding. I'm not good enough for school 
192,100192,100192,100204,0,@curlywallst why would they do that???  i just mailed one today!
193,100193,100193,100205,1,"@curmudgeonlaine OMG Yes, sorry for deactivating Facebook w/out announcing... duty calls, duty like the Bar Exam! "
194,100194,100194,100206,0,"@CurmudgeonlyGal Eek. We're very sorry, CG.  Enjoy those good memories!"
195,100195,100195,100207,0,"@curnies Holy hat, you have no luck with that cable! "
196,100196,100196,100208,0,@curnies That's duuuuumb. 
197,100197,100197,100209,1,@curphey what are you up to? 
198,100198,100198,100210,1,@Currency01 i just need a little twitter to get me going in the morning 
199,100199,100199,100211,1,@currencyblog Yay you are my 400th follower! Thanks for following! 
200,100200,100200,100212,1,@CurrentUpstream I don't talk like that!!! 
201,100201,100201,100213,0,@becci2708 BECCI I HATE YOU &lt;/3 saw your flipping update bout jim  i saw the advert yday tho and it looks like a goodun but damn you lol
202,100202,100202,100214,0,@becci2708 btw oth is on 1st week of july according to e4  i read something i shouldn't have tho 
203,100203,100203,100215,1,@becci2708 eee  yeah lol have you?
204,100204,100204,100216,1,@BecciBullen ill tell him you said that  oooh can u remember to bring camp rock back 2moz lol - annndd aaaah did u watch JONAS?
205,100205,100205,100217,1,"@becciibabes truuuely rude, your the one that did the stinky faaart "
206,100206,100206,100218,0,@BecCrew Sorry 
207,100207,100207,100219,0,"@beccus And, unfortunately, probably never will. "
208,100208,100208,100220,0,"@beccyboo94 awww  i got my glorious guy hoodies i wanna wear, so comfyyy and warm"
209,100209,100209,100221,1,@beccyjoe Tell me about it 
210,100210,100210,100222,0,@becdon :O that was un-called for. you suck! 
211,100211,100211,100223,0,@BecFitzgibbon @AttitudeMercury  I miss being scared by movies like I was when I was a kid... Sucks growing up! 
212,100212,100212,100224,1,@BecFitzgibbon Awww hehe ^^ Let me know if you want some. I take orders at anytime 
213,100213,100213,100225,0,@Bechyy Miss you online.. too weird not seeing you online  ..!!  hehehe!
214,100214,100214,100226,1,@BeciRothon oooh see you there! 
215,100215,100215,100227,1,"@becjee - it only eats my direct messages. I was going to ask how you were, but you've just told me "
216,100216,100216,100228,0,@becjee It's because then you're left with your tiredness &amp; sadness all alone in the dark 
217,100217,100217,100229,1,"@becjee Oh, well. I'm challenging this thinking. It is NOT loserish. It's just inevitable sometimes  Check out my blogpost soon."
218,100218,100218,100230,1,@becjee Throwing things out is fun and therapeutic. Just remember - old black tshirts can be recycled into Dread Pirate masks 
219,100219,100219,100231,0,"@becjonas_16 same, it only just happened like 3 hours ago "
220,100220,100220,100232,0,@beckag boooo  we'll miss uuuu!! few more weeks til Twicon though ;)
221,100221,100221,100233,0,@Beckah_ I knew it!!!! P.S. My cap is too small too 
222,100222,100222,100234,1,@beckamcfly nice have fun....Although you cant not have fun lol 
223,100223,100223,100235,1,@beckamcfly Yeaaah  Alright then wonder if any other sexy people are going tomorro 
224,100224,100224,100236,1,@beckamcmaster  love the banner ad on the r/h page showing a pig  http://bit.ly/ZvSz3
225,100225,100225,100237,1,'@beckamcmaster  love the banner ad on the r/h page showing a pig  http://bit.ly/ZvSz3
226,100226,100226,100238,1,@beckamcmaster Sorry to hear about your Hangover...LOL But you did do it to yourself. Fun sometimes hurts Huh?  
227,100227,100227,100239,1,@beckamoor awww i dunno why! Lol. Why do i have to be so short? :/ haha. Love you becka. 
228,100228,100228,100240,1,@BeckaMoor It is tru never change it again love looking at it  XX
229,100229,100229,100241,1,@BeckaMoor We are doing good had a fun day yesterday and today it is a day of doing absolutly nothing lol heaven if you ask me  XX
230,100230,100230,100242,1,@beckar THAT IT HILLARIOUS! I TOTTALLY AGREE 
231,100231,100231,100243,0,"@beckcl78  I can't find it.    I checked TTC, ESPN360, WTA, RG.com and YouTube.  And now I am starting to get cranky..... Azakranky"
232,100232,100232,100244,0,"@beckerbuns Scooter broke  It was four years old, it was time. @caseyzero has control of it now, is turning into mad science. Be afraid."
233,100233,100233,100245,1,@beckerdoodlez: jump on the bandwagon and send Krissy an &quot;ihateyourillegalpig&quot; reply 
234,100234,100234,100246,1,@beckers_ I will give the Maccabees ago later!! I love summer tunes 
235,100235,100235,100247,0,@beckers_ I've been to Longleat! It is fantastic except i got lost in a maze 
236,100236,100236,100248,1,@beckham u are awsome david love u!! regards from malta which i know u have been here b4 
237,100237,100237,100249,1,@Ctyler22  has a really hott blonde in bed... 
238,100238,100238,100250,0,@CTZ Holy shit!  Sorry to hear that
239,100239,100239,100251,1,"@CTZinck Awesome, thanks so much! "
240,100240,100240,100252,0,"@cuallycatx That sure does...was it someone in your actual class, or in just in the program? "
241,100241,100241,100253,0,@CubanaLAF I'm opposite - wide feet. HATE MY FEET.  Day was amazing - 8 hours shopping and tons to show for it. Scary stuff.
242,100242,100242,100254,1,@CubanaLAF Link me to the FB page - we'll help you get over the hump 
243,100243,100243,100255,1,@CubanaLAF yea... I live in ny and work in Dallas. Go figure. 
244,100244,100244,100256,1,@cubanalust oo ok holla at us love 
245,100245,100245,100257,1,@cubanas He's Shitzuuuu. My Pretty Poodabutt. He's Staying Over A Friends House Tonightt. Doggy Sleep Over. 
246,100246,100246,100258,1,@cubanbrothers You guys were brilliant as always 
247,100247,100247,100259,1,@CUBANCONGAMAN: thank you! there's just too much good music out there (if  u look into the right places) . Preffer this over rap 
248,100248,100248,100260,1,@cubandoll you're welcome 
249,100249,100249,100261,0,@cubasian I love the pics and I miss you guys! 
250,100250,100250,100262,0,"@Cube_Man Yo i came, but i didn't see you guys  sad story-  i was also late- so not sure if that had anything to do with it!!"
251,100251,100251,100263,1,@cubex @abhamalpani @floatr Seems the N97 launch will be quite a gathering of Tweeple  So a good reason to be there 
252,100252,100252,100264,1,@cubex @danstuart @abhamalpani @PKGulati I'm neither a Nokia fan nor a user of one. 
253,100253,100253,100265,1,@cubicgarden Ah thanks Ian  I've met @meriwilliams a few times @belleandherbs she is our most dedicated punter even made a fan page 
254,100254,100254,100266,1,@cubicgarden Will do. 
255,100255,100255,100267,1,@Cubikmusik ah great  will have a fiddle later and see what I can figure out!
256,100256,100256,100268,0,@Cubikmusik comin back Saturday evening 
257,100257,100257,100269,0,@Cubikmusik Mmmmm I want a 99 with strawberry syrup. I'm hungover 
258,100258,100258,100270,1,@cubix_80 yes. it's there.  cute 
259,100259,100259,100271,1,@Cubxxlookin4u Hi there... I don't know... Just hoping that he's ok!! 
260,100260,100260,100272,1,@Cuchulain Enjoy!  My Puggle woudn't make it on a trip! 
261,100261,100261,100273,1,@Cuck90278 I think you guys are my heroes 
262,100262,100262,100274,1,@cuckboy amazin twittering! keep em coming ... it's super exciting to follow your advantures with your wife 
263,100263,100263,100275,0,"@Cuckolds I'm being set up again except now I'll have to watch her with 2 huge membered guys, I feel like a hat stand "
264,100264,100264,100276,1,@cudddlebug lol excellent 
265,100265,100265,100277,0,@cuddigan Yeah the crystal(s) got wet so they broke.  Water damage not covered by warranty/insurance on phone.
266,100266,100266,100278,1,@cuddle_bug68 Bill is super!! Thanks you!! 
267,100267,100267,100279,1,@Cuddlebum if there's anything I've learned its to b positive and have faith..sometimes clarity comes when u least expect it 
268,100268,100268,100280,1,"@Cuddlebum really dats nice, hope u had fun...all about me? Damn shud I b worried? Lol "
269,100269,100269,100281,0,@cuddlenic101 oh ok thas a good time! I can only stay like 3 days tho cus I got school 
270,100270,100270,100282,0,@Cuddlepuff1 nope me either.  i really feel for her   hopefully she has a lot of people around to support her
271,100271,100271,100283,1,@CuddleyCactus YOU THOUGHT?   HEY U R FEMALE I AM SURE YOU TAKE CARE IF YOURSELF EVERY HOUR OR TWO 
272,100272,100272,100284,1,@CuddlyBearx3 oh i c well it probably will 
273,100273,100273,100285,0,"@cuddlyfamily  so from top in the class to guaranteed dead last. Nemind, they'll kick asses and take names in the final exams at year end!"
274,100274,100274,100286,1,@Cudlitz depends on  if what you hear is good or bad hun  lol  xx
275,100275,100275,100287,0,@currrsedphil Oh nein?! 
276,100276,100276,100288,0,@currykidd rofl. room is too small to dance 
277,100277,100277,100289,1,@currymansam ill happily be thought of as a freak  who wants to be conventional
278,100278,100278,100290,0,@cursedbyevil  How can you live without a pc
279,100279,100279,100291,0,@cursedbyevil and where is your new pic? 
280,100280,100280,100292,1,@cursedbyevil haha thank you  good afternoon
281,100281,100281,100293,1,"@cursedbyevil I know!! We are a pitiful bunch tonight, the lot of us! "
282,100282,100282,100294,0,"@cursedbyevil I'm too stressed today, my fantasy didn't survive it "
283,100283,100283,100295,0,"@cursedbyevil oh  well, have a nice day at work"
284,100284,100284,100296,0,"@CursedChimera; Re: Home - that's exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it... "
285,100285,100285,100297,0,@CursedJezzy my dog ate the cat 
286,100286,100286,100298,1,@CursedJezzy Thanks for the mascara input. It's appreciated. 
287,100287,100287,100299,1,@Cursmidgeon learned my new word for the day 
288,100288,100288,100300,0,"@curt_mowery not as many as we'd like, we've got something like 5? ha "
289,100289,100289,100301,0,"@curtbash May I highly suggest &quot;Out of the Silent Planet&quot;  by C.S. Lewis?  If you don't remember the joke from this book, I'll be sad. "
290,100290,100290,100302,1,@curtcavin I agree. Texas is awesome. Enjoy your week off. 
291,100291,100291,100303,1,"@curtclifton I imagine at this point in the Cubs' history, that has to have been tried before...  Nevertheless, a thoughtful gesture."
292,100292,100292,100304,1,@curtis http://twitpic.com/2u8m2 - first i wrote that you two looked good together but that would sound wrong hah 
293,100293,100293,100305,1,"@curtis_n yeahh i think so, i haven't seen you lot in ages so it should be good "
