,Unnamed: 0,ItemID,Sentiment,SentimentText
1036,1036,1037,1,"- @paul_a_smith - ooh, but Clean Sheet Day is awesome!! Woo!  hope you're feeling better now?"
1037,1037,1038,0,"- @PJ - @alexjreid's family friend who died is also my old art teacher  very sad, he was a madcap teacher we all liked"
1038,1038,1039,1, @rabbitroodle  I think I've won the battle over the impending *crud*. Enjoy your drive this AM
1039,1039,1040,1,- @rainboweffect Crickey can't think that far ahead - think getting to 2009 followers is pretty ambitious 
1040,1040,1041,1," @reidstott Coffee keeps me running. In fact, without coffee, I wouldn't get any exercise at all http://tr.im/mNkZ"
1041,1041,1042,1, @remysoon
1042,1042,1043,0, @saharabloom got off lazy bum and did Chalean burn intervals. I turned a fascinating shade of puce. Wondered where all the oxygen went .
1043,1043,1044,1,- @samshafer I bookmarked it and will check it out after I get some sleep. Thanks Sam! 
1044,1044,1045,0, @shanedawson i'm sad now i leave for 2 hours and u didn't even miss me  anywho um i still luv u and whats with getting a frozen turkey?
1045,1045,1046,1, @ShannonHerod &quot;It is always your next move.&quot; Napoleon Hil http://tr.im/mR0u
1046,1046,1047,1, @sonjatweet ur hot
1047,1047,1048,1," @ssandall That's it! Removing bots is like weeding a garden. Not fun, but must be done... eventually!"
1048,1048,1049,1, @TheNotoriousJEN
1049,1049,1050,1, @tjwriter Hubby has Briso on DVD.  I haven't seen it all yet but I enjoy it. I saw Army of Darkness and Evil Dead because of Hubs too.
1050,1050,1051,1,"- @ToothFairyHeavn What a considerate Tooth Fairy you are, checking to make sure you didn't miss anyone. "
1051,1051,1052,1,' @vangeest We are perfectly on schedule' - Nobody is waisting time today  (Don't mention the Sun again;) Dedicated audience
1052,1052,1053,1," @yhf My twenties: Look, a bed! WONDER WHAT WE CAN DO. My thirties: Look, a be--ZZZZZZZZZZZzz http://tr.im/n88N"
1053,1053,1054,0," @YMPtweet @Spiral_galaxy but so badly no one does , i know that there is much more but that's what i got so far"
1054,1054,1055,1," @Zaius13 If it weren't for unspeakable things, I don't know what I'd do. http://tr.im/mX1N"
1055,1055,1056,1, _BellaCullen18_  i've been ok just got through crying with leah * frowns at the thought* we were talking about our dead fathers
1056,1056,1057,1, ~ cooking!!!
1057,1057,1058,1, ~ ncis!!!
1058,1058,1059,1,- 1 follower WOW! 
1059,1059,1060,1, 100 followers!  YAY!
1060,1060,1061,1, 11:11 makee a wishhh ;)&lt;3 GOODNIGHT
1061,1061,1062,1, 11:11. I know what I'm wishing for!
1062,1062,1063,1,- 155 days until the JB'concert in Milan!!!!I'm guarding my tickets 
1063,1063,1064,0," 2 days of this month left, and I only have 400MB left on my onpeak downloads."
1064,1064,1065,0, 2 more weeks of classes and 1 week of exam blockk then HOLIDAYS!!! holland and then on to australia x
1065,1065,1066,0, 2 weeks!!!!
1066,1066,1067,1, 21 days of no twittering and i'm back. -.- i think.
1067,1067,1068,0, 2morrow last day of skool! i'm gonna miss everyone thats leaving and specially you mel mel! bye bye! good night twitters!! &lt;3
1068,1068,1069,1, 30 lbs lost since Feb. Still have a lot more to go.
1069,1069,1070,0," 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay."
1070,1070,1071,1," Good Night ! Okay, I got really nothing to say."
1071,1071,1072,1, Good night! Arrgghhhh 5-2 B.P. Do work boys!
1072,1072,1073,1, good to hear from you
1073,1073,1074,1, good weekend
1074,1074,1075,0, Goodbye CWG of my life.
1075,1075,1076,0, goodbye hair length
1076,1076,1077,1,- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.
1077,1077,1078,1, gooooood morning my twitter friends!  Have a nice sunday
1078,1078,1079,1, Gossip girl tonight!!!
1079,1079,1080,0, got burned really bad due to constantly being too wet to reapply sunscreen
1080,1080,1081,1, Got Escala's new album now.  T'is very good 
1081,1081,1082,1, Got new photoshop magazine but I need my Dad's portable CD drive to use the CD with the pics on it D: I think I'm stuck there tomorrow
1082,1082,1083,0, got sunburnt today. another day in paradise! been for 2 swims in the ship's pool!
1083,1083,1084,0, got to work at 7:00am! ughhhh longgg day ahead of me!
1084,1084,1085,1, gotta love her. glad she had fun. looking forward to the beach w/ her! 
1085,1085,1086,0," Graveyard charged my card twice (one correct total, one random amt) from last night's #atltweet tweetup. Check your accounts!"
1086,1086,1087,0, great  just fucking great
1087,1087,1088,1,=- Great day people-watching in Berkeley with my bro  I love him.
1088,1088,1089,0, Great Falls Tribune story  only talks of scouts in title. Story's theme is Be prepared when back country  traveling. http://bit.ly/8cRXR
1089,1089,1090,0, great my dad locked himself out of his car n its on... N we are 5 hours from home
1090,1090,1091,1, great nite
1091,1091,1092,1," Great tights, good outfit! http://lookbook.nu/look/160916"
1092,1092,1093,0," great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S"
1093,1093,1094,1, Great.  ? http://blip.fm/~7df6m
1094,1094,1095,0, Great...rosie was sooo close to getting her long overdue 'rosie day' but now has to wait.....til another day...sadness
1095,1095,1096,0,- grr you've changed. i don't like it. you haven't called me momo in a week 
1096,1096,1097,0," grrrrr. why can't they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]"
1097,1097,1098,0, gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!
1098,1098,1099,0, guess it's gonna be a lonely night for me.. Someone save me please!
1099,1099,1100,0, guess who im missing
1100,1100,1101,0, gutted i hope it comes soon !
1101,1101,1102,0, guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.
1102,1102,1103,0, h dont know who to go to teh movies with Sir. Lolz alot ^o^
1103,1103,1104,1," had a good night, love my best buds in the world!!! adamcheeeserosie"
1104,1104,1105,1, had a Really good night!!! Stoked for things to come!!!
1105,1105,1106,1, had an ok day. it went by fast.
1106,1106,1107,0, Had to buy a pair of wellies. Still in denial that it's gonna rain at Download.
1107,1107,1108,0, had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry
1108,1108,1109,0, had to cancel a great day I had ahead of me today.....
1109,1109,1110,0, had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK
1110,1110,1111,1, hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud. 
1111,1111,1112,1, haha I really did and I'm about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)
1112,1112,1113,0, 6........tomorrow's  a new day...
1113,1113,1114,1, 63/100 for my MSC120 Assignment that was incomplete!!!! Relief
1114,1114,1115,0, a baby fell flat on his face and started bawling because of me  forgot that he is wobbley! 
1115,1115,1116,0," A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ"
1116,1116,1117,0," a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing.."
1117,1117,1118,0, About to leave Newcastle ):
1118,1118,1119,1, actually I might be crazy 'cause I love my job. 
1119,1119,1120,1," actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all's gd "
1120,1120,1121,1, ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!
1121,1121,1122,0, ah I can't stop crying I hate seein my dog having attacks
1122,1122,1123,0, ah well im sure we'll be fine
1123,1123,1124,0, ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I'm stressed the fuck out
1124,1124,1125,0, ahhh this sucks
1125,1125,1126,0, ahhhhh this is the worst thing to ever happen to me
1126,1126,1127,0, ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already c'mon!!!
1127,1127,1128,0, alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!
1128,1128,1129,0," All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   "
1129,1129,1130,0, all my bestfriends are leaving!
1130,1130,1131,0, all my friends seem to be with kittens or eating ice cream. this monday is for the birds.
1131,1131,1132,0, all my texts were deleted by landi :/ i miss certain ones a lotttt
1132,1132,1133,0, all my work is completed and i'm passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.
1133,1133,1134,0, all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner. 
1134,1134,1135,0, all the firends i make in the airport has to leave before i do...
1135,1135,1136,0, all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..
1136,1136,1137,0, alllways raining in aberdeen here i come sunnnnshine
1137,1137,1138,1," alright back onto being bored. going to bed any time soon, have to get up early."
1138,1138,1139,0, am I a loner?
1139,1139,1140,0, Am racit...
1140,1140,1141,0, Am wondering why 'friends' are telling me me to shut it - when actually i have barely said anything...
1141,1141,1142,0, amy hit me cos i call her drink lady
1142,1142,1143,0, and a shocker for those who left sytycd tonight. One run cut too short.
1143,1143,1144,1, and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5
1144,1144,1145,1, and I dunno why but with you I'd dance in a storm in my best dress.
1145,1145,1146,0, AND maths exam tomorrow; just to make life even bettter....
1146,1146,1147,0, and our second flight is canceled.
1147,1147,1148,1,- Annnnnd @CarlaNix 's website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon! 
1148,1148,1149,0,- another dbl shift tomorrow.. on Father's day  which means: minimal time with gpa. the illest man ever :[
1149,1149,1150,0," 2pm, lunchtime is over and da boss is back in town..."
1150,1150,1151,0, 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won't be able to farm titanium.
1151,1151,1152,0, 30stm playin at london tommorow &amp; only london in england
1152,1152,1153,0, 4's reallyy??? #PakCricket
1153,1153,1154,1,- 5 days to the musical  i'm gonna dance wow WOW wow it's gonna be something like High School Musical ihihih xoxo Petia
1154,1154,1155,0, 60 followers NOW!  .....yesterday 62 
1155,1155,1156,0, 68 new results in 5 minutes; replies for @DavidArchie.  He'll never get a chance to reply.
1156,1156,1157,0,- 8 DAYS TILL SCHOOL HOLIDAYS END 
1157,1157,1158,0,- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy. 
1158,1158,1159,1, a goodmorning back at cha @moovmnt
1159,1159,1160,0, a lot of hacks is garena server but the games there are fun
1160,1160,1161,1, a perfect weekend 
1161,1161,1162,1, a pony's clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.
1162,1162,1163,0," adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?"
1163,1163,1164,1, adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]
1164,1164,1165,0, after next wednesday i wont be able to snuggle with lilly when i go to bed. she's the BEST dog ever.
1165,1165,1166,0," After turning my fan club into a religion, it lost two members."
1166,1166,1167,0, again..cause india is definitely out.. ==
1167,1167,1168,0, Ah well I'm having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*
1168,1168,1169,0,"-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! "
1169,1169,1170,1, aint i supposed to be happy ...
1170,1170,1171,0," alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)"
1171,1171,1172,0," Alexa isn't feeling well. Daddy went and picked her up from Gram's house, and I'm heading out to take her to the doctors. Poor baby."
1172,1172,1173,1," all done., time to finally start shuting down"
1173,1173,1174,0, all good things must come to an end.. bye bye Hamptons
1174,1174,1175,0, All i can say is DAM IT TO HELL!!!!!!!!!!!!
1175,1175,1176,0, all I have to say is sorry =\ &amp;&amp; even though were still togther I feel so far apart...
1176,1176,1177,1," all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*"
1177,1177,1178,1,- all the snow is gone... that didn't take long... 
1178,1178,1179,0, all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL
1179,1179,1180,1, almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu
1180,1180,1181,0, almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin
1181,1181,1182,0,=-- almost wishing I didnt volunteer to teach VBS this yr. I do need A break
1182,1182,1183,0, Alone and invisible 
1183,1183,1184,0, aloneeeeeeeee
1184,1184,1185,1," also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!"
1185,1185,1186,0, Alton towers with the school on Friday  although we need to leave at 5am 
1186,1186,1187,1, am 200 updates in Twitter #stats
1187,1187,1188,1, am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.
1188,1188,1189,1, haha. Someone i don't even know made me laugh. ryan ross = win.
1189,1189,1190,0, hair looks dorky. Oh well.
1190,1190,1191,0, hand ball again by wynne.. Dc scores on penalty.. BS 3-3
1191,1191,1192,1, Hanging out with Steven Mohler on Sunday! ah :]
1192,1192,1193,0, hangover not good..
1193,1193,1194,1, happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog  
1194,1194,1195,1, happy face.
1195,1195,1196,0, happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.
1196,1196,1197,1, happy that its sunny
1197,1197,1198,1, happy to see him
1198,1198,1199,1, happy with the way thing are goingg
1199,1199,1200,1," Happy, knowing my friends are still my friends."
1200,1200,1201,1, happy. spending time with mum
1201,1201,1202,0, harsh shisha
1202,1202,1203,0, has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x
1203,1203,1204,1,- Has Just Got Up &amp;+ Is Listening To Good Charlotte 
1204,1204,1205,0,=- Has obvisously Just lost the game yet again...
1205,1205,1206,1, has something very special in mind &lt;333
1206,1206,1207,0, hate my life..hate coming home..
1207,1207,1208,0, hates the fact that she has to work instead of going dress shopping with my cousin!!!
1208,1208,1209,0,- hates waiting and equally hates job hunting! 
1209,1209,1210,0, have a headache...
1210,1210,1211,1, Have a Nice Day!
1211,1211,1212,1, have a nice day... cause i will!
1212,1212,1213,0, Have sooo much to revbise I don't even get to go church. Boo to exams
1213,1213,1214,0, have to get up a 3:00am tomorrow
1214,1214,1215,0, have to take car to mechanic fml.  #talesfrmsurbs
1215,1215,1216,1, havent updated in forever
1216,1216,1217,0, havin a bad hair day ; an the weather is not helpin my mood at all !! ..
1217,1217,1218,1, havin fun my friend?
1218,1218,1219,0,- having a bad day ! 
1219,1219,1220,0," Having a terrible day, hope everyone else is doing better off than we are at the store."
1220,1220,1221,0, having the biggest thought right now
1221,1221,1222,0, having to get tooth pulled - on the bright side problem solved
1222,1222,1223,0,=- having to stay up and watch my sister throw up. she is so very hammered. and this is really not fun...  long night for me. hmmm.
1223,1223,1224,0, he didn't answer and his voicemail box is full.  Dammit.
1224,1224,1225,1,"- Healthy Butcher, exclusive cheese, sexy bread, lovely beer, some super sparkly wine &amp; Apple fucking Tango are all inside my belly "
1225,1225,1226,1, Heard it on Pandora because that site is THAT cool http://bit.ly/C5Ja3
1226,1226,1227,1, hee hee. your so weird. and i did NOT shiver.
1227,1227,1228,0, Heroes is losing it's momentum ): come on writers pick it up!!!
1228,1228,1229,1," Hey Terri! The game isn't too expensive, but over time, you'll have made quite an investment..."
1229,1229,1230,1, hey...i'm back..if someone want to talk.. here i am.
1230,1230,1231,0, hiccuuppsss 
1231,1231,1232,0," his gone for a month in the middle of winter... first day and im lost already... 1 down, 29 to go.... hurry up"
1232,1232,1233,0, History Final Review..Still Not Done.
1233,1233,1234,0, hm.. Can I be the nut?
1234,1234,1235,1, hmm emotionless
1235,1235,1236,0, hmph...text me...
1236,1236,1237,1, Home finally.Making fettuccine and relaxing my sore feetsies!
1237,1237,1238,1, Home sweet home (: finally back XD
1238,1238,1239,1, homeish lol..hella fun day  .. Thanks leela thai  .. Thanks paul.. Thanks michelle mufid Cristina kittykat  .. Awkward moose ? 
1239,1239,1240,0, another year older
1240,1240,1241,1, any comment on the latest star trek movie? is it nice?
1241,1241,1242,1," any day now, any way now. I Shall Be Released."
1242,1242,1243,0, Anyone have any connections to getting SOLD OUT tix for Duran Duran at The Fillmore???!
1243,1243,1244,1, AP IMPACT: Alternative medicine goes mainstream http://u.mavrev.com/8kn0
1244,1244,1245,0,-- Apparently I have to wait til June 5  I want some of Paolo's Candy nooooooooow
1245,1245,1246,0, apple counting the kama sutra as objectionable/abscene? http://bit.ly/bHJG8
1246,1246,1247,0, apple counting the kama sutra as objectionable/obscene? http://bit.ly/bHJG8
1247,1247,1248,0, Apple has delayed the release of OS3! http://bit.ly/2lwpll
1248,1248,1249,1, Apple store... BBL ~
1249,1249,1250,0," are selena gomez &amp; taylor lautner going out, that just ruined my day"
1250,1250,1251,1, Are you going to be taking photographs tonight??? :O
1251,1251,1252,1, ARRRRRRGGGH!   I cant wait till next weeeeeeeeek!
1252,1252,1253,0," at david eddings dieing, a brilliant author and will miss his skilled penmanship"
1253,1253,1254,1, AT LAST!! Successful deployment complete.  Soo.....what do I do now?
1254,1254,1255,0, At least one dead in shooting by militia at potesters in Azadi Sq in Tehran: http://tinyurl.com/nsvx6q #IranElection
1255,1255,1256,0, at tegus x 2 days only 
1256,1256,1257,0,=- at the apple store again today because Jonathan did not wake up early and now needs his phone.
1257,1257,1258,0, at the clouds and the threat of rain in Savusavu!
1258,1258,1259,0, at work until 4
1259,1259,1260,1, At work.. having a postive attitude!!
1260,1260,1261,0, Athens landmark Georgia Theater  on fire... http://bit.ly/EOL7s
1261,1261,1262,0," aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight."
1262,1262,1263,0, aw my loopt didn't upload the pic. I wanted 2 show u guys the art.
1263,1263,1264,1, awesome
1264,1264,1265,1, awesome day! soooooooooooooo happy &lt;3
1265,1265,1266,1," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!"
1266,1266,1267,1, Awesome. &lt;3 TEDDY! &lt;3
1267,1267,1268,1, aww dont make me blush!
1268,1268,1269,0, aww i already did
1269,1269,1270,0, aww I just saw a decapitated baby dear on the side of the road that made me sad.
1270,1270,1271,0, awww i hope u can get it.
1271,1271,1272,0, awww man. This suckd
1272,1272,1273,1, Baby strampelt fast im Takt (New Soul - Yael Naim)
1273,1273,1274,0, back from native...
1274,1274,1275,1," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV "
1275,1275,1276,0, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9
1276,1276,1277,0, back to sch tmr
1277,1277,1278,0, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess 
1278,1278,1279,0, bad day
1279,1279,1280,0, bad day already
1280,1280,1281,0, bad headache
1281,1281,1282,0, bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.
1282,1282,1283,0, bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.
1283,1283,1284,0," bah, I'm getting a bit sick of people whining on the internet."
1284,1284,1285,0, bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.
1285,1285,1286,0," battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t"
1286,1286,1287,1, hope you all are having a good day/night.............. :-D
1287,1287,1288,0, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.
1288,1288,1289,0, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse
1289,1289,1290,0, how can someone hurt someone soo much ........aspecially to family!!!!
1290,1290,1291,0, how horrible  R.I.P Georgia Theater
1291,1291,1292,0, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.
1292,1292,1293,0, how much longer is this going to go on?
1293,1293,1294,0, how much rain can we take?
1294,1294,1295,0, http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3
1295,1295,1296,0, http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.
1296,1296,1297,0, http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. 
1297,1297,1298,0, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...
1298,1298,1299,0, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.
1299,1299,1300,1, i agree @OasisStasis
1300,1300,1301,1, i am back
1301,1301,1302,1," I AM BORED, and ew. My dog just killed an insect!"
1302,1302,1303,0, i am crying you all a river...
1303,1303,1304,1, I am falling in love with Stockington - such a witty wise meow meow!! ^^
1304,1304,1305,1, i am musical today!
1305,1305,1306,0, I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.
1306,1306,1307,0," i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?"
1307,1307,1308,1, i am very happy today! and i don't why?      
1308,1308,1309,0, I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.
1309,1309,1310,1, i beat you video on youtube
1310,1310,1311,0,"- I can almost hear my wallet saying &quot;I'm here, I'm here!&quot;... but I can't find her!  "
1311,1311,1312,0, I can already tell that it's going to be one of *those* days...
1312,1312,1313,0, I can find my eye shadow pursh!! :'(
1313,1313,1314,0, I can't deal with this again...
1314,1314,1315,0,- I can't find my name badge 
1315,1315,1316,0, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol
1316,1316,1317,0, I can't get my new picture to show up
1317,1317,1318,0, i can't go. too much to do.
1318,1318,1319,0, I can't hear a damn word that TBS is singing 
1319,1319,1320,0, I cant make it today
1320,1320,1321,0, I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*
1321,1321,1322,0, I can't wait til my lil man is here...11 more weeks!
1322,1322,1323,1, i can't wait to go home and watch danny phantom! While talking to stephen 
1323,1323,1324,1, I can't wait to go to Las Vegas! 20 more days! OMG!
1324,1324,1325,1, I Cant wait to watch britians got talent !!!!!! I dont like holly :O
1325,1325,1326,0,=- I could have stayed...  - CELL
1326,1326,1327,0," I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow."
1327,1327,1328,0, i didnt get head boy. Oh well...x
1328,1328,1329,0," i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol"
1329,1329,1330,0, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /
1330,1330,1331,0, AM meetings suck!!
1331,1331,1332,0, am so upset but i wont tell you!
1332,1332,1333,0, am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt
1333,1333,1334,1, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday
1334,1334,1335,1, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM
1335,1335,1336,0, And I have to get going #MCRchat
1336,1336,1337,0, And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.
1337,1337,1338,0,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.
1338,1338,1339,0, another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!
1339,1339,1340,0, Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.
1340,1340,1341,0, another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!
1341,1341,1342,0, another Saturday without MO. Glad Rachel is coming over!
1342,1342,1343,0, ants are evil!
1343,1343,1344,1,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson"
1344,1344,1345,0, apparently going to rain. Please Don't rain. stay sunny. please  x
1345,1345,1346,0, APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH
1346,1346,1347,0, arghhhhhhhhhhhhhhh
1347,1347,1348,1, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker
1348,1348,1349,0, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what
1349,1349,1350,1,- At a cabaret with my family; I love them!! .. In my comfort zone 
1350,1350,1351,0, at Atl's trance scene.
1351,1351,1352,1,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. 
1352,1352,1353,0, at Katy Perry delaying her Birmingham gig for nearly 3 months.
1353,1353,1354,0, At least today is ok.
1354,1354,1355,1,=- at my grandmas eating good.
1355,1355,1356,0, at the doctors. -Ian
1356,1356,1357,0," at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/"
1357,1357,1358,1, at the manila right now.
1358,1358,1359,0, at when Pac got shot in vegas
1359,1359,1360,0, at work
1360,1360,1361,0, at work... *tears*
1361,1361,1362,0, aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol
1362,1362,1363,0, aw i hate my heart sooo soo much. but it's ok.
1363,1363,1364,0,"=- aw, Just missed Kim Possible..."
1364,1364,1365,0," awwe it's over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, &amp; a  brief blackout. More!"
1365,1365,1366,0, Awww cmon moodswings..
1366,1366,1367,0, babe i miss you! How was wet n' wild?
1367,1367,1368,0, baby ethans leaving for the PI tomorrow.
1368,1368,1369,0, baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;)
